,,,,,,featureType,,,,,maxDate,minDate,,,,,,,,,,,,,,,,,,,,,
"Becker, J.","13.0917715, 41.5697639, 13.0917715, 41.5697639",2013-10-24T01:34:36Z,jbecker,2,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [13.0917715, 41.5697639]}",location-of-monte-semprevisa,precise,representative,2100,1700,2020-02-03T19:05:24Z,/places/714628627/location-of-monte-semprevisa,/places/714628627,41.5697639,"41.5697639,13.0917715",13.0917715,,M,modern,"1700.0,2100.0",OSM location of Monte Semprevisa,0657f8ec639233770fbf6b4dcb3f60c5,,,,,36,Early Modern,AFRICA,1450,1
"Becker, J.","57.4, 23.1, 57.4, 23.1",2013-05-20T20:33:19Z,jbecker,1,Coordinates after GeoHack.,mountain,"{""type"": ""Point"", ""coordinates"": [57.4, 23.1]}",location-of-kalon-oros,precise,representative,2100,1700,2020-02-12T12:27:42Z,/places/921321519/location-of-kalon-oros,/places/921321519,23.1,"23.1,57.4",57.4,,M,modern,"1700.0,2100.0",Imagery location of Jebel Akhdar (Oman),1e81bc5a9a9e595fbd2000365a537f15,,,,,35,Early Modern,AFRICA,1450,1
"Becker, J.","57.263889, 23.236944, 57.263889, 23.236944",2013-05-20T20:35:54Z,jbecker,2,coordinates after GeoHack.,mountain,"{""type"": ""Point"", ""coordinates"": [57.263889, 23.236944]}",location-of-jebel-shams,precise,representative,2100,1700,2020-02-12T12:27:58Z,/places/921321520/location-of-jebel-shams,/places/921321520,23.236944,"23.236944,57.263889",57.263889,,M,modern,"1700.0,2100.0",Imagery location of Jebel Shams,14e21f5cad95f5b6c4399bc41b51483b,,,,,35,Early Modern,AFRICA,1450,1
"Christiansen, B., J. Becker","43.4938043, 38.4537563, 43.4938043, 38.4537563",2020-05-09T11:40:04Z,bchristiansen2,2,Representative location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [43.4938043, 38.4537563]}",erek-dagi,precise,representative,2100,1700,2020-06-22T19:14:58Z,/places/356811079/erek-dagi,/places/356811079,38.4537563,"38.4537563,43.4938043",43.4938043,,M,modern,"1700.0,2100.0",OSM location of Erek DaÄŸÄ±,98c64b8f3a4849508f7e9346d6423eed,,,,,35,Early Modern,AFRICA,1450,1
"Becker, J.","14.7592688, 41.4943754, 14.7592688, 41.4943754",2018-04-03T03:14:36Z,jbecker,2,Representative location of the mountain peak based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [14.7592688, 41.4943754]}",osm-location-of-montagna-di-gildone,precise,representative,2100,1700,2018-07-18T19:29:34Z,/places/305770200/osm-location-of-montagna-di-gildone,/places/305770200,41.4943754,"41.4943754,14.7592688",14.7592688,,M,modern,"1700.0,2100.0",OSM location of Montagna di Gildone,9da98376c5b54e97b6c1c6beb5e300e3,,,,,36,Early Modern,AFRICA,1450,1
"Becker, J.","35.3896182, 32.6871101, 35.3896182, 32.6871101",2019-01-30T18:49:27Z,jbecker,1,Representative location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [35.3896182, 32.6871101]}",osm-location-of-mount-tabor,precise,representative,2100,1700,2019-02-01T20:23:13Z,/places/678419/osm-location-of-mount-tabor,/places/678419,32.6871101,"32.6871101,35.3896182",35.3896182,,M,modern,"1700.0,2100.0",OSM location of Mount Tabor,b41f204d2713435fb58539c4b5d8e1a7,,,,,35,Early Modern,AFRICA,1450,1
"Horne, R., J. Becker","27.8644406, 36.2100009, 27.8644406, 36.2100009",2019-01-06T17:09:01Z,rmhorne,1,Representative location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [27.8644406, 36.2100009]}",osm-location-of-attavyros-peak,precise,representative,2100,1700,2019-01-06T17:09:44Z,/places/589717/osm-location-of-attavyros-peak,/places/589717,36.2100009,"36.2100009,27.8644406",27.8644406,,M,modern,"1700.0,2100.0",OSM location of Attavyros (peak),5cb9b188463d4ddeb4425797d9ce121a,,,,,35,Early Modern,AFRICA,1450,1
"Horne, R., J. Becker, T. Elliott","24.82232, 35.37358, 24.82232, 35.37358",2013-05-02T16:23:45Z,rmhorne,2,Location based on GeoNames,mountain,"{""type"": ""Point"", ""coordinates"": [24.82232, 35.37358]}",kouloukonas-oros,precise,representative,2100,1700,2020-07-10T22:23:06Z,/places/590069/kouloukonas-oros,/places/590069,35.37358,"35.37358,24.82232",24.82232,,M,modern,"1700.0,2100.0",GeoNames location of KouloÃºkonas OÅ•os,7d49e4fc3ab18ffb8c921dc24e6f0de6,,,,,35,Early Modern,AFRICA,1450,1
"Becker, J.","72.7081876, 24.592433, 72.7081876, 24.592433",2019-03-14T01:30:10Z,jbecker,1,Representative location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [72.7081876, 24.592433]}",osm-location-of-mount-abu,precise,representative,2100,1700,2019-03-18T19:59:23Z,/places/59761/osm-location-of-mount-abu,/places/59761,24.592433,"24.592433,72.7081876",72.7081876,,M,modern,"1700.0,2100.0",OSM location of  Mount Abu,23baeca64a30487d85287c7fc25c9185,,,,,36,Early Modern,AFRICA,1450,1
"Becker, J.","71.8406, 36.2553, 71.8406, 36.2553",2013-02-18T14:00:29Z,jbecker,2,The highest mountain of the Hindu Kush range.,mountain,"{""type"": ""Point"", ""coordinates"": [71.8406, 36.2553]}",location-of-tirich-mir,precise,representative,2100,1700,2020-02-04T15:45:17Z,/places/59927/location-of-tirich-mir,/places/59927,36.2553,"36.2553,71.8406",71.8406,,M,modern,"1700.0,2100.0",Imagery location of Tirich Mir,cc345eaf352c5f44dcf758109a62920f,,,,,35,Early Modern,AFRICA,1450,1
"Horne, R., J. Becker","12.8590368, 38.0011187, 12.8590368, 38.0011187",2019-01-06T17:19:41Z,rmhorne,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [12.8590368, 38.0011187]}",osm-location-of-monte-inici,precise,representative,2100,1700,2019-01-08T20:43:07Z,/places/263020146/osm-location-of-monte-inici,/places/263020146,38.0011187,"38.0011187,12.8590368",12.8590368,,M,modern,"1700.0,2100.0",OSM location of Monte Inici,3e3095fd485d4735a77ea929deefd794,,,,,32,Early Modern,AFRICA,1450,1
"Novotny, J., J. Becker","42.4543142, 37.377528, 42.4543142, 37.377528",2017-12-12T09:41:34Z,jnovotny,2,Representative location of the mountain peak is based on a node derived from OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [42.4543142, 37.377528]}",osm-location-of-cudi-daaa,precise,representative,2100,1700,2018-01-25T16:39:31Z,/places/471828778/osm-location-of-cudi-daaa,/places/471828778,37.377528,"37.377528,42.4543142",42.4543142,ANE,M,modern,"1700.0,2100.0",OSM location of Cudi DaÄŸÄ±,53f709c291ad418d9a1a34a3e0274a4c,,,,,177,Early Modern,AFRICA,1450,1
"Becker, J., T. Elliott","26.7949667, 39.6733815, 26.7949667, 39.6733815",2013-10-20T04:16:03Z,jbecker,2,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [26.7949667, 39.6733815]}",osm-location-of-karatas-tepesi,precise,representative,2100,1700,2020-05-20T20:20:32Z,/places/550592/osm-location-of-karatas-tepesi,/places/550592,39.6733815,"39.6733815,26.7949667",26.7949667,,M,modern,"1700.0,2100.0",OSM location of KarataÅŸ tepesi,c62898879359dcb2a8d9037a9fe7b390,,,,,257,Early Modern,AFRICA,1450,1
"Becker, J.","13.9725, 41.2969444, 13.9725, 41.2969444",2013-07-31T17:12:25Z,jbecker,2,Representative location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [13.9725, 41.2969444]}",location-of-monte-s-croce,precise,representative,2100,1700,2018-03-18T13:58:06Z,/places/432959/location-of-monte-s-croce,/places/432959,41.2969444,"41.2969444,13.9725",13.9725,,M,modern,"1700.0,2100.0",OSM location of Monte Santa Croce,2662c8ed9872077f562cb53f886cba60,,,,,258,Early Modern,AFRICA,1450,1
"Becker, J.","23.8427778, 38.6275, 23.8427778, 38.6275",2013-09-24T17:52:36Z,jbecker,2,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [23.8427778, 38.6275]}",location-of-Dirphys-M,precise,representative,2100,1700,2017-09-15T19:22:41Z,/places/540736/location-of-Dirphys-M,/places/540736,38.6275,"38.6275,23.8427778",23.8427778,,M,modern,"1700.0,2100.0",OSM location of Dirfi,96a40ed556695357e34cc1a02806f535,,,,,259,Early Modern,AFRICA,1450,1
"Becker, J.","22.6851958, 39.7957751, 22.6851958, 39.7957751",2018-01-20T17:52:17Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [22.6851958, 39.7957751]}",osm-location-of-ossa,precise,representative,2100,1700,2018-06-08T00:11:38Z,/places/540993/osm-location-of-ossa,/places/540993,39.7957751,"39.7957751,22.6851958",22.6851958,,M,modern,"1700.0,2100.0",OSM location of Ossa,420d6c6c41ad4643831cda1ffa05fb1a,,,,,260,Early Modern,AFRICA,1450,1
"Becker, J.","23.046389, 39.438611, 23.046389, 39.438611",2018-09-29T14:58:25Z,jbecker,0,Coordinates following GeoHack,mountain,"{""type"": ""Point"", ""coordinates"": [23.046389, 39.438611]}",imagery-location-of-pelion,precise,representative,2100,1700,2021-01-14T18:18:19Z,/places/541021/imagery-location-of-pelion,/places/541021,39.438611,"39.438611,23.046389",23.046389,,M,modern,"1700.0,2100.0",Imagery location of Pelion,d3fe1d3946a64ad7b4917bb8810b77e4,,,,,329,Early Modern,AFRICA,1450,1
"Ã…hlfeldt, J., J. Becker, S. Gillies","2.263938, 45.836865, 2.263938, 45.836865",2011-10-28T21:25:14Z,jahlfeldt,1,,mountain,"{""type"": ""Point"", ""coordinates"": [2.263938, 45.836865]}",center-point-of-the-mountain-of-saint-georges-nigremont,precise,representative,640,300,2014-03-30T15:50:18Z,/places/138486/center-point-of-the-mountain-of-saint-georges-nigremont,/places/138486,45.836865,"45.836865,2.263938",2.263938,,L,late-antique,"300.0,640.0",Center point of the mountain of Saint-Georges-Nigremont,0b7ee63609e5f154eefd913500e23bc9,,,,,330,Early Modern,AFRICA,1450,1
"Becker, J., R. Horne","72.7848311, 40.5293222, 72.7848311, 40.5293222",2013-05-18T16:32:26Z,jbecker,2,Representative location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [72.7848311, 40.5293222]}",location-of-sulayman-mountain,precise,,2100,640,2021-03-07T00:35:40Z,/places/167102197/location-of-sulayman-mountain,/places/167102197,40.5293222,"40.5293222,72.7848311",72.7848311,,MM,"mediaeval-byzantine,modern","640.0,2100.0",OSM location of Sulayman Mountain,ff8fd45773e6b00026b6b1e4115acaca,,,,,333,Early Modern,AFRICA,1450,1
"Becker, J.","-3.3115572, 37.0533806, -3.3115572, 37.0533806",2013-10-04T02:56:57Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [-3.3115572, 37.0533806]}",location-of-mulhacen,precise,representative,2100,1700,2013-10-13T03:55:38Z,/places/266046/location-of-mulhacen,/places/266046,37.0533806,"37.0533806,-3.3115572",-3.3115572,,M,modern,"1700.0,2100.0",location of MulhacÃ©n,8e5001b63aa317343689609d610d99d6,,,,,334,Early Modern,AFRICA,1450,1
"Becker, J.","2.2133796, 36.3311172, 2.2133796, 36.3311172",2013-10-27T03:42:18Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [2.2133796, 36.3311172]}",location-of-djebel-zaccar,precise,representative,2100,1700,2013-10-27T03:42:59Z,/places/295366/location-of-djebel-zaccar,/places/295366,36.3311172,"36.3311172,2.2133796",2.2133796,,M,modern,"1700.0,2100.0",location of Djebel Zaccar,d8c725b19f671202392c99193607ac41,,,,,335,Early Modern,AFRICA,1450,1
"Becker, J.","3.6850634, 43.4020267, 3.6850634, 43.4020267",2013-04-24T19:31:08Z,jbecker,0,coordinates after OSM.,mountain,"{""type"": ""Point"", ""coordinates"": [3.6850634, 43.4020267]}",location-of-setius-m,precise,representative,2100,1700,2013-04-24T22:17:42Z,/places/148201/location-of-setius-m,/places/148201,43.4020267,"43.4020267,3.6850634",3.6850634,,M,modern,"1700.0,2100.0",location of Setius M.,34ff3dcb5745db1b65a1ca91f1e520e5,,,,,336,Early Modern,AFRICA,1450,1
"Becker, J.","5.2784086, 44.1734971, 5.2784086, 44.1734971",2013-09-07T03:24:31Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [5.2784086, 44.1734971]}",location-of-Vintur-M,precise,representative,2100,1700,2013-09-13T14:09:47Z,/places/148239/location-of-Vintur-M,/places/148239,44.1734971,"44.1734971,5.2784086",5.2784086,,M,modern,"1700.0,2100.0",location of Vintur M.,fe7eeaa6a80fec5bd64ae7da7c8c253b,,,,,337,Early Modern,AFRICA,1450,1
"Becker, J.","24.6177491, 35.1820423, 24.6177491, 35.1820423",2013-11-02T22:01:50Z,jbecker,2,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [24.6177491, 35.1820423]}",location-of-mount-kedros,precise,"representative,",2100,1700,2019-10-02T00:09:53Z,/places/712477008/location-of-mount-kedros,/places/712477008,35.1820423,"35.1820423,24.6177491",24.6177491,,M,modern,"1700.0,2100.0",OSM location of Mount Kedros,42435355193ba1e7586462b18f0e1aee,,,,,338,Early Modern,AFRICA,1450,1
"Becker, J.","25.8754079, 35.0801117, 25.8754079, 35.0801117",2013-10-20T13:56:52Z,jbecker,2,Representative modern location based on OpenStreetMap.,mountain,"{""type"": ""Point"", ""coordinates"": [25.8754079, 35.0801117]}",location-of-oros-thriptis,precise,"representative,",2100,1700,2020-12-20T11:54:41Z,/places/712477009/location-of-oros-thriptis,/places/712477009,35.0801117,"35.0801117,25.8754079",25.8754079,,M,modern,"1700.0,2100.0",OSM location of Oros Thriptis,7b4fed6b207f2297d59d9b1e6c5629ba,,,,,372,Early Modern,AFRICA,1450,1
"Becker, J.","31.8289, 18.5373, 31.8289, 18.5373",2013-02-22T16:29:57Z,jbecker,4,verified in Google Earth 2013.,mountain,"{""type"": ""Point"", ""coordinates"": [31.8289, 18.5373]}",location-of-jebel-barkal,precise,"representative,",2100,1700,2020-10-01T18:01:16Z,/places/508356079/location-of-jebel-barkal,/places/508356079,18.5373,"18.5373,31.8289",31.8289,,M,modern,"1700.0,2100.0",Imagery location of Jebel Barkal,fd8cf34310e4ddcb07f11b35224c2a1c,,,,,373,Early Modern,AFRICA,1450,1
"Horne, R.","26.3534197, 39.0724273, 26.3534197, 39.0724273",2013-02-08T21:24:27Z,rmhorne,1,A peak on the Olympos range,mountain,"{""type"": ""Point"", ""coordinates"": [26.3534197, 39.0724273]}",3bb3c53bc3c03bf3c2,precise,representative,2100,1700,2013-04-06T20:53:56Z,/places/550785/3bb3c53bc3c03bf3c2,/places/550785,39.0724273,"39.0724273,26.3534197",26.3534197,,M,modern,"1700.0,2100.0",Olympos,5814276951f1d751c92a51f17e70e741,,,,,386,Early Modern,AFRICA,1450,1
"Becker, J.","27.368145, 38.360912, 27.368145, 38.360912",2013-05-18T23:31:16Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [27.368145, 38.360912]}",location-of-Olympos-M,precise,representative,2100,1700,2013-07-24T21:01:35Z,/places/550786/location-of-Olympos-M,/places/550786,38.360912,"38.360912,27.368145",27.368145,,M,modern,"1700.0,2100.0",location of Olympos? M.,8fdd4674b174b05e54918b30fdee8fa7,,,,,387,Early Modern,AFRICA,1450,1
"Horne, R.","26.0063954, 38.5572174, 26.0063954, 38.5572174",2013-02-08T21:43:16Z,rmhorne,1,The peak of Pelinnaion mountain,mountain,"{""type"": ""Point"", ""coordinates"": [26.0063954, 38.5572174]}",3a03b53bb3b93bd3b13bf,precise,representative,2100,1700,2013-04-06T20:54:44Z,/places/550809/3a03b53bb3b93bd3b13bf,/places/550809,38.5572174,"38.5572174,26.0063954",26.0063954,,M,modern,"1700.0,2100.0",Pelineo,e4334496e6ae01f3ccd43d54157181a9,,,,,431,Early Modern,AFRICA,1450,1
"Horne, R., J. Becker","26.83333, 39.7, 26.83333, 39.7",2013-04-21T07:07:03Z,rmhorne,2,Location of Mt. Ida / Kaz DaÄŸÄ±. Coordinates after GeoNames.org.,mountain,"{""type"": ""Point"", ""coordinates"": [26.83333, 39.7]}",kaz-dag131,precise,representative,2100,1700,2013-10-20T04:07:26Z,/places/550818/kaz-dag131,/places/550818,39.7,"39.7,26.83333",26.83333,,M,modern,"1700.0,2100.0",location of Kaz DaÄŸÄ±,969660c623a23410a34c4f774ff076b4,,,,,432,Early Modern,AFRICA,1450,1
"Becker, J.","27.456, 38.567, 27.456, 38.567",2013-05-18T20:18:57Z,jbecker,6,Coordinates after BAtlas; verified in Google Earth.,mountain,"{""type"": ""Point"", ""coordinates"": [27.456, 38.567]}",location-of-mount-sipylus,precise,representative,2100,1700,2018-06-08T10:02:21Z,/places/550884/location-of-mount-sipylus,/places/550884,38.567,"38.567,27.456",27.456,,M,modern,"1700.0,2100.0",location of Mount Sipylus,8026413101e95ad57320e538c5b8e412,,,,,433,Early Modern,AFRICA,1450,1
"Becker, J.","28.101611, 38.323742, 28.101611, 38.323742",2013-02-25T19:09:24Z,jbecker,0,verified in Google Earth 2013.,mountain,"{""type"": ""Point"", ""coordinates"": [28.101611, 38.323742]}",location-of-tmolus-m,precise,representative,2100,1700,2020-02-26T00:01:02Z,/places/550937/location-of-tmolus-m,/places/550937,38.323742,"38.323742,28.101611",28.101611,,M,modern,"1700.0,2100.0",location of Tmolus M.,99afff56d061c0401e9f71e30c4b79ee,,,,,517,Early Modern,AFRICA,1450,1
"Becker, J.","21.721, 37.154, 21.721, 37.154",2013-01-31T22:11:28Z,jbecker,0,point location based on position in Barrington Atlas.,mountain,"{""type"": ""Point"", ""coordinates"": [21.721, 37.154]}",location-of-aigaleon-m,precise,representative,2100,1700,2013-04-06T18:29:28Z,/places/570041/location-of-aigaleon-m,/places/570041,37.154,"37.154,21.721",21.721,,M,modern,"1700.0,2100.0",location of Aigaleon M.,e2435baf93ab17ef656655f9efe3bd5b,,,,,536,Early Modern,AFRICA,1450,1
"Diffendale, D., J. Becker","22.969195, 37.640927, 22.969195, 37.640927",2014-02-21T19:24:02Z,diffenda,1,"The highest peak of Mt. Arachnaion, called 'Profitis Ilias', 1199 masl.",mountain,"{""type"": ""Point"", ""coordinates"": [22.969195, 37.640927]}",profitis-ilias-summit-of-mt.-arachnaion,precise,"representative,",2100,1700,2017-05-03T19:00:33Z,/places/570098/profitis-ilias-summit-of-mt.-arachnaion,/places/570098,37.640927,"37.640927,22.969195",22.969195,,M,modern,"1700.0,2100.0",Imagery location of Profitis Ilias summit of Mt. Arachnaion,c04dffc8ed8c5ed9a28ef5f87a6c3ffa,,,,,606,Early Modern,AFRICA,1450,1
"Diffendale, D., J. Becker","23.0295, 37.6404, 23.0295, 37.6404",2014-02-21T20:05:53Z,diffenda,1,"The eastern summit of Mt. Arachnaion, called Arna or Mavrovouni, 1139 masl.",mountain,"{""type"": ""Point"", ""coordinates"": [23.0295, 37.6404]}",arna-summit-of-mt.-arachnaion,precise,"representative,",2100,1700,2017-05-03T19:00:33Z,/places/570098/arna-summit-of-mt.-arachnaion,/places/570098,37.6404,"37.6404,23.0295",23.0295,,M,modern,"1700.0,2100.0",Imagery location of Arna summit of Mt. Arachnaion,28e904949ce14a0c052750250d9fe5a7,,,,,607,Early Modern,AFRICA,1450,1
"Becker, J.","22.9740017, 37.714636, 22.9740017, 37.714636",2013-09-15T15:16:49Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [22.9740017, 37.714636]}",unnamed-peak-of-Arachnaion-M,precise,representative,2100,1700,2017-05-03T19:00:33Z,/places/570098/unnamed-peak-of-Arachnaion-M,/places/570098,37.714636,"37.714636,22.9740017",22.9740017,,M,modern,"1700.0,2100.0",unnamed peak of Arachnaion M.,fcb894fafc06f6fcbf1baa433586b9a1,,,,,627,Early Modern,AFRICA,1450,1
"Becker, J.","22.9770916, 37.7078459, 22.9770916, 37.7078459",2013-09-15T15:19:21Z,jbecker,1,Location based on OpenStreetMap,mountain,"{""type"": ""Point"", ""coordinates"": [22.9770916, 37.7078459]}",unnamed-peak-2-of-Arachnaion-M,precise,representative,2100,1700,2017-05-03T19:00:33Z,/places/570098/unnamed-peak-2-of-Arachnaion-M,/places/570098,37.7078459,"37.7078459,22.9770916",22.9770916,,M,modern,"1700.0,2100.0",unnamed peak (2) of Arachnaion M.,71b7712d64707bed43ce886355b4be95,,,,,636,Early Modern,AFRICA,1450,1
"Becker, J.","21.833333, 37.966667, 21.833333, 37.966667",2013-01-31T21:52:13Z,jbecker,0,verified in Google Earth 2013.,mountain,"{""type"": ""Point"", ""coordinates"": [21.833333, 37.966667]}",location-of-erymanthos-m,precise,representative,2100,1700,2018-06-07T23:03:00Z,/places/570238/location-of-erymanthos-m,/places/570238,37.966667,"37.966667,21.833333",21.833333,,M,modern,"1700.0,2100.0",location of Erymanthos M.,bd8b4ee2d1f3e04f8e5aa84b2b7a262c,,,,,637,Early Modern,AFRICA,1450,1
